County,SpeciesName,SpeciesCode,SpeciesCategory,SpeciesType,SpeciesGraphUrl,Link,Phenology,BreedAbundance,MigAbundance,WinterAbundance,YearAbundance,WeeksDetected,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53
Catawba,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-035&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-035&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,3,4,3,3,4,5,5,5,5,5,5,5,6,6,6,7,6,7,6,7,7,6,6,6,5,4,3,3,3,3,2,4,4,2,3,3,5,4,5,5,5,4,4,3,3,2,3,,,,,
Chatham,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-037&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-037&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,2,3,3,4,4,4,5,5,5,5,5,5,5,5,6,7,7,6,5,5,6,6,5,5,5,4,4,4,4,3,3,2,3,3,3,3,3,4,4,4,4,4,3,2,3,3,3,,,,,
Cherokee,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-039&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-039&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,likely,possible,unlikely,possible,27,0,0,0,0,0,3,4,4,6,0,4,1,3,4,4,5,6,4,5,5,7,5,6,4,5,4,0,3,0,4,0,3,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,3,,,,,
Chowan,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-041&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-041&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,6,4,6,6,6,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,6,8,6,5,1,5,4,5,5,5,5,5,5,6,5,6,7,5,4,5,5,5,5,,,,,
Clay,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-043&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-043&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,possible,possible,unlikely,possible,19,0,0,0,3,0,4,3,0,3,0,0,0,3,0,0,3,3,4,3,4,4,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,0,0,0,0,0,,,,,
Cleveland,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-045&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-045&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,5,4,5,6,6,6,6,8,8,7,8,8,7,7,7,7,8,7,7,7,6,8,6,5,6,5,5,3,5,4,4,4,4,3,4,3,4,4,5,6,4,5,5,5,4,4,4,4,,,,,
Columbus,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-047&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-047&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,possible,possible,possible,40,1,3,1,4,3,3,4,5,0,5,5,7,7,5,8,6,7,6,8,7,7,6,6,5,5,4,4,4,3,0,1,0,1,5,3,0,0,0,3,3,0,4,3,3,0,1,1,3,,,,,
Craven,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-049&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-049&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,5,5,5,5,6,6,7,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,6,6,6,6,6,5,5,6,6,6,6,6,6,6,7,6,6,6,5,4,5,5,4,4,,,,,
Cumberland,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-051&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-051&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,4,4,4,4,5,5,5,5,6,5,6,6,7,7,6,6,6,7,6,6,6,6,6,6,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,,,,,
Currituck,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-053&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-053&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,4,4,4,4,5,5,6,6,6,7,7,7,7,7,7,7,8,7,7,8,8,8,8,6,6,6,6,5,5,6,5,5,6,5,5,4,5,5,5,6,5,6,5,5,5,5,4,5,,,,,
Dare,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-055&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-055&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,3,3,3,4,4,5,5,6,6,6,7,7,7,7,7,7,7,7,6,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,,,,,
Davidson,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-057&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-057&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,possible,41,3,3,3,2,3,4,4,5,5,5,5,5,5,5,6,5,6,7,7,6,5,5,6,6,5,5,5,4,0,0,0,0,5,3,0,1,4,3,5,3,5,4,3,3,0,4,3,0,,,,,
Davie,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-059&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-059&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,45,3,0,4,3,4,3,3,5,5,7,7,6,6,7,8,8,8,7,8,8,6,7,6,5,5,3,6,5,6,1,5,5,4,0,1,5,5,4,4,0,5,6,4,5,3,3,3,3,,,,,
Duplin,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-061&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-061&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,possible,possible,possible,possible,34,6,3,6,1,4,6,4,5,7,5,4,9,5,5,5,6,6,6,7,5,6,5,7,4,3,4,0,0,0,0,0,3,0,0,4,0,5,0,0,0,5,0,0,0,1,6,1,5,,,,,
Durham,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-063&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-063&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,3,3,3,4,4,4,5,5,5,5,5,6,6,6,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,3,3,3,3,4,4,5,5,5,5,5,4,3,3,4,3,,,,,
Edgecombe,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-065&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-065&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,46,4,3,4,5,5,5,5,5,5,6,6,6,6,5,7,7,8,7,7,7,6,6,5,4,6,5,3,5,3,4,4,5,4,4,0,4,0,3,3,3,4,4,3,4,3,4,5,3,,,,,
Forsyth,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-067&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-067&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,3,3,3,3,4,5,5,5,5,5,6,6,6,7,8,8,8,8,8,7,7,8,7,7,6,6,5,5,5,4,4,3,3,4,4,4,4,5,5,5,5,4,4,3,3,3,3,,,,,
Franklin,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-069&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-069&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,possible,possible,possible,45,3,3,3,3,4,5,4,5,4,4,5,5,5,4,5,5,4,5,5,5,6,5,5,5,5,5,5,4,3,3,3,0,3,0,3,0,3,3,4,3,4,4,3,3,3,3,3,3,,,,,
Gaston,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-071&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-071&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,5,5,5,4,4,5,5,5,5,5,6,5,6,6,7,8,8,8,7,7,6,6,6,6,6,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,6,5,5,5,3,4,4,4,,,,,
Gates,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-073&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-073&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,8,8,8,8,8,8,7,7,7,6,7,6,5,6,6,6,6,6,6,6,6,6,6,5,5,5,6,5,4,4,4,3,4,3,3,3,4,3,4,6,8,8,8,9,9,9,8,7,,,,,
Graham,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-075&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-075&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,possible,possible,unlikely,possible,20,0,0,0,0,0,0,0,0,0,0,4,1,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Granville,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-077&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-077&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,possible,likely,possible,possible,44,4,5,3,3,4,4,4,6,7,4,5,5,6,5,5,7,5,5,5,5,5,5,5,4,5,3,0,3,3,3,3,3,0,3,4,4,5,0,5,5,5,5,5,3,3,0,4,3,,,,,
Greene,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-079&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-079&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,possible,possible,possible,possible,29,0,6,5,0,0,4,6,6,0,8,6,6,6,5,8,7,7,6,5,5,5,4,5,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,5,4,0,8,4,0,5,0,1,,,,,
Guilford,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-081&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-081&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,3,3,3,4,4,5,5,6,6,6,6,6,6,6,7,7,7,7,8,8,7,7,6,6,5,5,5,4,4,3,3,4,4,3,3,4,4,4,5,5,4,4,3,3,3,2,3,,,,,
Halifax,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-083&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-083&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,44,6,1,4,5,6,4,5,6,6,8,6,6,7,7,7,8,6,6,7,8,7,6,7,5,6,6,4,5,3,6,1,4,6,5,5,3,0,0,4,4,1,4,4,5,0,0,4,3,,,,,
Harnett,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-085&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-085&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,5,3,4,6,4,5,6,4,6,5,5,5,5,5,5,8,6,7,6,5,6,6,6,6,5,5,5,4,5,5,4,4,3,4,3,4,4,5,3,5,5,6,3,4,3,4,4,4,,,,,
Haywood,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-087&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-087&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,possible,possible,possible,45,2,2,2,3,1,2,3,3,3,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,3,3,2,3,3,3,3,2,3,3,2,2,0,0,0,1,,,,,
Henderson,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,6,6,7,6,6,6,6,6,5,5,5,5,5,4,5,4,3,4,4,4,4,5,5,4,4,3,4,3,3,1,2,3,3,,,,,
Hertford,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-091&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-091&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,possible,likely,likely,likely,42,8,7,8,9,9,8,8,9,9,9,9,9,8,9,9,9,9,9,9,9,5,1,7,5,4,4,4,0,4,3,4,0,3,0,0,0,0,6,6,7,8,6,8,6,6,5,6,6,,,,,
Hoke,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-093&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-093&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,46,5,6,5,4,5,5,4,5,5,5,5,4,5,4,5,5,5,6,5,5,4,6,6,4,5,6,0,3,3,3,3,5,4,0,6,3,7,5,6,5,8,5,6,5,4,3,4,3,,,,,
Hyde,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-095&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-095&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,5,5,6,5,6,6,6,8,7,7,7,8,8,8,8,8,8,8,8,7,8,8,7,6,7,7,6,5,5,6,6,6,5,5,5,6,5,5,5,5,6,5,5,5,5,5,5,6,,,,,
Iredell,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-097&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-097&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,44,2,3,4,5,3,4,4,6,5,5,6,6,5,6,6,6,7,6,7,7,6,6,6,5,5,5,5,5,3,0,0,5,5,5,3,4,4,3,4,4,4,4,3,3,0,0,3,4,,,,,
Jackson,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-099&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-099&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,possible,possible,unlikely,possible,40,1,1,0,0,0,2,3,3,4,4,5,4,4,5,5,4,5,5,4,4,4,4,3,3,3,3,3,3,3,3,0,2,3,2,3,3,3,3,3,4,2,3,3,3,0,0,0,0,,,,,
Johnston,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-101&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-101&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,4,5,5,5,6,5,5,7,6,7,7,7,7,7,7,7,8,7,8,8,7,7,8,8,7,7,6,6,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,3,2,3,4,4,,,,,
Jones,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-103&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-103&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,possible,40,0,4,4,4,0,0,4,5,5,6,5,3,3,4,5,4,5,5,5,6,6,5,4,4,5,6,4,4,4,1,4,0,4,0,5,0,6,8,4,3,4,4,0,5,3,4,3,0,,,,,
Lee,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-105&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-105&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,possible,possible,possible,possible,34,3,0,0,3,3,0,3,3,3,4,0,4,4,3,5,5,4,5,6,5,3,5,4,4,3,3,0,0,0,3,0,1,4,4,0,1,0,0,3,5,0,5,4,4,3,0,0,3,,,,,
Lenoir,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-107&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-107&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,42,0,3,5,5,5,6,6,6,7,8,6,7,8,6,6,6,8,8,8,6,8,8,5,5,4,4,0,4,0,0,5,1,4,0,5,4,5,4,8,5,8,4,3,5,5,4,0,3,,,,,
Lincoln,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-109&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-109&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,possible,possible,possible,37,0,3,1,0,3,5,5,7,6,6,5,4,5,5,7,6,6,5,6,5,5,7,6,7,5,6,4,0,4,4,5,4,0,0,4,3,0,0,0,5,5,3,3,3,0,0,4,0,,,,,
McDowell,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-111&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-111&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,possible,possible,unlikely,possible,33,0,0,0,0,0,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,0,3,3,2,2,3,3,0,3,3,3,0,2,3,1,0,3,0,0,3,3,0,0,0,0,,,,,
Macon,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-113&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-113&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,likely,possible,unlikely,possible,40,0,0,0,1,0,3,3,4,5,6,5,5,5,5,4,4,4,5,4,5,4,5,4,4,4,5,5,4,4,4,4,3,2,0,3,4,3,3,3,3,3,3,1,3,0,3,0,0,,,,,
Madison,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-115&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-115&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,possible,possible,unlikely,possible,27,0,0,0,0,0,2,0,2,0,3,3,3,3,3,4,4,3,4,3,4,3,3,4,4,4,3,3,1,3,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,,,,,
Martin,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-117&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-117&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,44,4,7,6,5,6,6,7,8,6,6,5,6,6,7,8,8,8,7,8,8,6,5,7,5,7,4,6,0,8,0,4,3,1,0,6,1,4,5,0,4,6,6,5,5,5,5,5,5,,,,,
Mecklenburg,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-119&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-119&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,4,4,4,4,5,5,5,5,5,6,6,6,6,7,7,8,8,7,7,7,6,6,6,6,5,5,5,4,4,4,4,4,5,4,4,4,5,5,5,5,6,5,5,5,5,4,4,5,,,,,
Mitchell,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-121&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-121&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Breeding,possible,possible,unlikely,possible,29,0,0,0,0,0,0,3,0,4,3,5,4,4,6,4,5,4,4,4,5,4,4,5,3,4,3,3,0,0,0,0,0,3,3,0,0,3,3,1,0,0,5,3,3,0,0,0,3,,,,,
Montgomery,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-123&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-123&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,possible,possible,possible,35,0,4,0,0,0,3,4,6,6,6,4,5,4,6,5,5,5,6,6,6,6,5,5,6,5,4,3,0,3,4,3,4,0,3,0,0,0,0,0,3,0,3,4,3,4,0,3,5,,,,,
Moore,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-125&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-125&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,3,3,3,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,5,4,5,5,3,3,4,3,3,3,,,,,
Nash,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-127&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-127&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,47,5,5,5,5,6,5,5,8,7,7,6,8,7,8,8,8,8,8,8,7,8,9,7,8,5,4,5,5,3,4,0,4,3,3,4,3,4,4,5,5,6,5,5,4,3,4,5,4,,,,,
New Hanover,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-129&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-129&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,,,,,
Northampton,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-131&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-131&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,possible,possible,possible,37,6,4,4,4,0,5,6,5,5,5,5,7,6,5,5,7,6,8,6,7,6,5,5,6,5,0,5,4,4,0,1,4,0,0,0,0,0,0,1,3,4,5,3,5,5,0,0,5,,,,,
Onslow,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-133&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-133&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,4,2,3,3,5,5,5,5,5,4,5,5,6,6,6,6,5,5,6,5,5,5,7,5,6,5,4,4,4,5,4,5,5,4,5,5,4,4,5,4,4,3,4,3,3,3,3,3,,,,,
Orange,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-135&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-135&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,possible,48,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,,,,,
Pamlico,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-137&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-137&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,4,3,4,4,4,4,5,4,5,6,5,5,5,5,6,5,6,6,6,5,6,6,4,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,4,4,4,,,,,
Pasquotank,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-139&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-139&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,47,5,4,5,5,5,7,8,8,8,8,8,8,9,9,9,9,9,8,8,9,8,9,9,9,6,6,6,8,6,5,4,5,8,6,8,8,4,4,6,6,5,6,5,4,0,5,5,5,,,,,
Pender,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-141&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-141&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,likely,likely,48,4,5,4,4,5,5,4,5,5,5,4,5,6,6,5,5,6,5,5,5,6,6,5,4,6,5,5,5,4,5,3,3,4,3,3,3,3,4,5,5,4,4,3,4,4,5,4,4,,,,,
Perquimans,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-143&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-143&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,37,5,0,0,5,7,6,7,7,8,7,9,9,1,7,9,8,9,7,8,8,8,8,7,5,3,5,6,4,7,0,8,5,0,0,5,7,5,0,0,5,0,1,0,1,1,0,0,5,,,,,
Person,Common Grackle,comgra,species,native,https://ebird.org/barchart?r=US-NC-145&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,https://ebird.org/barchart?r=US-NC-145&bmo=1&emo=12&byr=1900&eyr=2023&spp=comgra,Yearround,likely,likely,possible,likely,48,4,3,3,3,3,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,3,3,5,6,5,5,5,5,4,5,5,4,,,,,
